ID_INC;ID_VUELO;Tipo;Causa;Tiempo
74;241;RETRASO;TIEMPO Y NAS Y TARDANZA;222
75;249;RETRASO;AEROLINEA;31
76;255;RETRASO;NAS;23
77;257;RETRASO;AEROLINEA Y NAS;45
78;258;RETRASO;AEROLINEA;77
79;261;RETRASO;NAS;15
80;264;RETRASO;NAS;25
81;265;RETRASO;NAS;31
82;280;RETRASO;AEROLINEA;45
83;281;RETRASO;NAS;60
84;282;RETRASO;NAS;38
85;284;RETRASO;AEROLINEA Y NAS;116
86;287;RETRASO;TARDANZA;78
87;292;RETRASO;AEROLINEA;27
88;300;RETRASO;NAS;25
89;301;RETRASO;NAS;20
90;302;RETRASO;NAS;21
91;310;RETRASO;AEROLINEA;16
92;321;RETRASO;AEROLINEA Y NAS;45
93;323;CANCELADO;Carrier;0
94;325;RETRASO;NAS;22
95;328;CANCELADO;Carrier;0
96;332;RETRASO;AEROLINEA;74
97;344;RETRASO;AEROLINEA;70
98;347;RETRASO;TARDANZA;34
99;363;RETRASO;NAS;22
100;364;RETRASO;NAS;103
101;370;RETRASO;TARDANZA;86
102;387;RETRASO;TIEMPO Y TARDANZA;18
103;392;RETRASO;NAS;31
104;393;RETRASO;NAS;30
105;394;RETRASO;AEROLINEA Y NAS;41
106;395;RETRASO;NAS;122
107;396;RETRASO;NAS;65
108;397;RETRASO;TARDANZA;76
109;398;RETRASO;TARDANZA;52
110;400;RETRASO;NAS;47
111;401;RETRASO;NAS Y TARDANZA;82
112;403;RETRASO;NAS Y TARDANZA;39
113;404;RETRASO;NAS Y TARDANZA;41
114;407;RETRASO;NAS;42
115;408;RETRASO;NAS;47
116;411;RETRASO;AEROLINEA;21
117;412;RETRASO;NAS;23
118;414;RETRASO;NAS;22
119;415;RETRASO;NAS;128
120;416;RETRASO;NAS;83
121;417;RETRASO;NAS;87
122;419;RETRASO;TIEMPO Y TARDANZA;20
123;420;RETRASO;AEROLINEA Y TARDANZA;48
124;422;RETRASO;NAS Y TARDANZA;23
125;423;RETRASO;NAS Y TARDANZA;46
126;425;RETRASO;NAS;116
127;426;RETRASO;NAS;65
128;427;RETRASO;TIEMPO Y TARDANZA;97
129;428;RETRASO;AEROLINEA Y TARDANZA;59
130;429;RETRASO;AEROLINEA;37
131;430;RETRASO;NAS;16
132;436;RETRASO;AEROLINEA Y TARDANZA;54
133;438;RETRASO;NAS Y TARDANZA;41
134;439;RETRASO;NAS;80
135;440;RETRASO;NAS Y TARDANZA;51
136;441;RETRASO;TIEMPO Y TARDANZA;21
137;442;RETRASO;NAS Y TARDANZA;77
138;449;CANCELADO;Carrier;0
139;450;RETRASO;NAS Y TARDANZA;91
140;451;RETRASO;NAS;29
141;452;RETRASO;TIEMPO Y NAS Y TARDANZA;86
142;454;RETRASO;NAS;113
143;455;RETRASO;NAS Y TARDANZA;42
144;456;RETRASO;NAS;108
145;457;RETRASO;TIEMPO Y NAS;27
146;458;RETRASO;TARDANZA;47
147;460;RETRASO;NAS;23
148;461;RETRASO;NAS;80
149;468;RETRASO;NAS;57
150;472;RETRASO;NAS Y TARDANZA;42
151;480;RETRASO;NAS;25
152;484;RETRASO;NAS;100
153;485;RETRASO;NAS;51
154;486;RETRASO;TIEMPO Y TARDANZA;75
155;492;RETRASO;AEROLINEA Y NAS;70
156;500;RETRASO;NAS;19
157;510;RETRASO;NAS;70
158;511;RETRASO;NAS Y TARDANZA;34
159;514;RETRASO;TARDANZA;18
160;523;RETRASO;TIEMPO Y TARDANZA;46
161;531;RETRASO;NAS;28
162;542;RETRASO;NAS;15
163;554;RETRASO;AEROLINEA Y NAS Y TARDANZA;129
164;557;RETRASO;AEROLINEA Y NAS;123
165;559;RETRASO;AEROLINEA Y NAS;26
166;564;RETRASO;AEROLINEA Y NAS;40
167;567;RETRASO;AEROLINEA Y NAS Y TARDANZA;48
168;579;RETRASO;AEROLINEA;61
169;581;RETRASO;AEROLINEA;136
170;584;RETRASO;NAS;45
171;595;RETRASO;NAS;25
172;600;RETRASO;NAS;15
173;605;RETRASO;TIEMPO Y TARDANZA;60
174;606;RETRASO;NAS Y TARDANZA;95
175;610;RETRASO;AEROLINEA;52
176;622;RETRASO;AEROLINEA Y NAS Y TARDANZA;24
177;625;RETRASO;AEROLINEA;40
178;626;RETRASO;AEROLINEA Y NAS;35
179;634;RETRASO;NAS;26
180;643;RETRASO;AEROLINEA Y TARDANZA;87
181;657;RETRASO;NAS;19
182;660;RETRASO;AEROLINEA;39
183;661;RETRASO;AEROLINEA Y NAS;27
184;667;RETRASO;TARDANZA;32
185;670;RETRASO;AEROLINEA Y NAS;16
186;671;RETRASO;AEROLINEA;37
187;672;RETRASO;AEROLINEA;19
188;673;CANCELADO;Carrier;0
189;674;RETRASO;NAS Y TARDANZA;18
190;684;RETRASO;AEROLINEA Y NAS;15
191;688;RETRASO;AEROLINEA Y NAS;243
192;691;RETRASO;TIEMPO Y NAS;17
193;702;RETRASO;NAS;23
194;703;RETRASO;NAS;78
195;706;RETRASO;AEROLINEA Y TARDANZA;44
196;707;RETRASO;AEROLINEA Y NAS Y TARDANZA;54
197;708;CANCELADO;Carrier;0
198;714;RETRASO;AEROLINEA Y NAS;26
199;718;RETRASO;AEROLINEA Y NAS;23
200;722;RETRASO;AEROLINEA;31
201;726;RETRASO;TIEMPO Y NAS Y TARDANZA;44
202;727;RETRASO;AEROLINEA Y NAS Y TARDANZA;80
203;731;RETRASO;AEROLINEA Y NAS Y TARDANZA;30
204;732;RETRASO;AEROLINEA Y NAS Y TARDANZA;63
205;734;RETRASO;AEROLINEA Y NAS;18
206;735;RETRASO;AEROLINEA Y NAS;56
207;742;RETRASO;NAS;26
208;744;RETRASO;NAS;15
209;745;RETRASO;NAS Y TARDANZA;34
210;750;RETRASO;AEROLINEA Y NAS;35
211;756;CANCELADO;Carrier;0
212;765;RETRASO;AEROLINEA Y NAS;27
213;773;RETRASO;TARDANZA;37
214;781;RETRASO;AEROLINEA;20
215;782;RETRASO;AEROLINEA Y NAS;78
216;790;RETRASO;NAS;59
217;796;RETRASO;AEROLINEA Y NAS;18
218;798;RETRASO;TIEMPO Y NAS Y TARDANZA;108
219;799;RETRASO;TARDANZA;62
220;812;RETRASO;NAS Y TARDANZA;34
221;813;RETRASO;NAS Y TARDANZA;55
222;815;RETRASO;AEROLINEA Y NAS;54
223;822;RETRASO;AEROLINEA Y NAS;15
224;829;RETRASO;TIEMPO Y TARDANZA;99
225;832;RETRASO;TIEMPO Y NAS;122
226;837;RETRASO;NAS;56
227;838;RETRASO;AEROLINEA Y NAS;244
228;840;RETRASO;NAS Y TARDANZA;43
229;843;RETRASO;NAS;35
230;876;RETRASO;TARDANZA;41
231;892;RETRASO;AEROLINEA;57
232;894;RETRASO;AEROLINEA Y NAS;116
233;906;RETRASO;TARDANZA;28
234;912;RETRASO;AEROLINEA;25
235;914;RETRASO;NAS;24
236;915;RETRASO;NAS;42
237;919;RETRASO;TARDANZA;20
238;922;RETRASO;AEROLINEA Y NAS Y TARDANZA;27
239;925;RETRASO;AEROLINEA Y NAS Y TARDANZA;33
240;927;RETRASO;AEROLINEA Y NAS;38
241;928;RETRASO;AEROLINEA Y TARDANZA;68
242;942;RETRASO;AEROLINEA;203
243;947;RETRASO;AEROLINEA Y TARDANZA;109
244;951;RETRASO;NAS Y TARDANZA;21
245;952;RETRASO;NAS Y TARDANZA;41
246;955;RETRASO;AEROLINEA;57
247;959;RETRASO;NAS;15
248;961;RETRASO;NAS;27
249;962;RETRASO;NAS;60
250;965;RETRASO;NAS Y TARDANZA;58
251;970;RETRASO;NAS;35
252;974;RETRASO;NAS;22
253;975;RETRASO;NAS;83
254;976;RETRASO;NAS;94
255;986;RETRASO;NAS;21
256;988;RETRASO;NAS;18
257;992;RETRASO;AEROLINEA Y TARDANZA;53
258;995;RETRASO;NAS;37
259;998;RETRASO;AEROLINEA Y NAS;21
260;1003;RETRASO;AEROLINEA Y NAS;65
261;1011;RETRASO;TIEMPO Y TARDANZA;98
262;1012;RETRASO;TARDANZA;79
263;1014;RETRASO;NAS;115
264;1015;RETRASO;NAS;92
265;1024;RETRASO;AEROLINEA Y NAS Y TARDANZA;59
266;1034;RETRASO;AEROLINEA Y TARDANZA;19
267;1035;RETRASO;AEROLINEA Y TARDANZA;16
268;1040;RETRASO;NAS;28
269;1042;RETRASO;NAS;52
270;1043;RETRASO;NAS;15
271;1045;RETRASO;TIEMPO Y NAS Y TARDANZA;42
272;1048;RETRASO;NAS;70
273;1050;RETRASO;AEROLINEA;23
274;1051;RETRASO;AEROLINEA Y TARDANZA;18
275;1053;RETRASO;NAS;125
276;1054;RETRASO;NAS;83
277;1056;RETRASO;TIEMPO Y NAS Y TARDANZA;118
278;1057;RETRASO;TARDANZA;61
279;1059;CANCELADO;Carrier;0
280;1061;RETRASO;NAS;37
281;1062;RETRASO;AEROLINEA Y NAS;30
282;1066;RETRASO;NAS;85
283;1067;RETRASO;NAS;79
284;1068;RETRASO;TIEMPO Y TARDANZA;63
285;1076;RETRASO;AEROLINEA Y NAS;29
286;1094;RETRASO;NAS;48
287;1100;RETRASO;NAS;16
288;1101;RETRASO;AEROLINEA Y NAS;15
289;1102;RETRASO;AEROLINEA Y NAS;69
290;1104;RETRASO;TIEMPO Y TARDANZA;17
291;1105;RETRASO;NAS Y TARDANZA;16
292;1106;RETRASO;NAS;48
293;1107;RETRASO;NAS;65
294;1112;RETRASO;AEROLINEA Y NAS Y TARDANZA;41
295;1119;RETRASO;AEROLINEA Y NAS Y TARDANZA;16
296;1121;RETRASO;NAS;17
297;1123;RETRASO;AEROLINEA Y NAS Y TARDANZA;49
298;1127;RETRASO;NAS;17
299;1128;RETRASO;NAS;29
300;1129;RETRASO;NAS;17
301;1140;RETRASO;AEROLINEA;37
302;1154;RETRASO;AEROLINEA Y NAS;27
303;1185;RETRASO;NAS Y TARDANZA;34
304;1202;RETRASO;AEROLINEA Y TARDANZA;40
305;1207;RETRASO;AEROLINEA Y NAS;27
306;1221;RETRASO;TARDANZA;24
307;1224;RETRASO;AEROLINEA;30
308;1229;RETRASO;NAS;17
309;1236;RETRASO;NAS;93
310;1237;RETRASO;NAS;55
311;1239;RETRASO;AEROLINEA Y TARDANZA;65
312;1258;RETRASO;NAS;58
313;1260;RETRASO;AEROLINEA;104
314;1280;RETRASO;AEROLINEA Y TARDANZA;47
315;1283;RETRASO;AEROLINEA Y TARDANZA;18
316;1293;RETRASO;NAS;15
317;1297;RETRASO;NAS;37
318;1299;RETRASO;NAS;26
319;1303;RETRASO;NAS;121
320;1305;RETRASO;NAS;47
321;1309;RETRASO;AEROLINEA Y TARDANZA;38
322;1318;RETRASO;NAS Y TARDANZA;69
323;1319;RETRASO;NAS;15
324;1325;RETRASO;NAS;28
325;1327;RETRASO;AEROLINEA;48
326;1330;RETRASO;NAS;31
327;1338;RETRASO;AEROLINEA;20
328;1339;RETRASO;NAS Y TARDANZA;18
329;1344;RETRASO;AEROLINEA;33
330;1345;RETRASO;AEROLINEA;20
331;1355;RETRASO;NAS Y TARDANZA;68
332;1356;RETRASO;TARDANZA;22
333;1357;RETRASO;NAS;33
334;1358;RETRASO;AEROLINEA Y NAS Y TARDANZA;33
335;1369;RETRASO;NAS;19
336;1375;RETRASO;NAS;22
337;1383;RETRASO;AEROLINEA;425
338;1388;RETRASO;NAS;34
339;1389;RETRASO;NAS;17
340;1392;RETRASO;TARDANZA;35
341;1394;RETRASO;NAS Y TARDANZA;50
342;1396;RETRASO;NAS Y TARDANZA;36
343;1400;RETRASO;NAS;30
344;1401;RETRASO;NAS;65
345;1402;RETRASO;NAS Y TARDANZA;97
346;1404;RETRASO;AEROLINEA Y NAS;60
347;1410;RETRASO;AEROLINEA Y NAS Y TARDANZA;41
348;1412;RETRASO;NAS;16
349;1413;RETRASO;NAS Y TARDANZA;22
350;1415;RETRASO;AEROLINEA Y NAS;23
351;1418;RETRASO;TIEMPO Y TARDANZA;26
352;1421;RETRASO;NAS Y TARDANZA;32
353;1424;RETRASO;AEROLINEA Y TARDANZA;28
354;1435;RETRASO;TARDANZA;17
355;1441;RETRASO;AEROLINEA;121
356;1444;RETRASO;NAS;26
357;1461;RETRASO;AEROLINEA Y NAS Y TARDANZA;70
358;1466;RETRASO;NAS;66
359;1467;RETRASO;NAS;94
360;1472;RETRASO;TIEMPO Y NAS Y TARDANZA;74
361;1473;RETRASO;TARDANZA;50
362;1475;RETRASO;NAS;61
363;1476;RETRASO;NAS;50
364;1479;RETRASO;NAS;17
365;1480;RETRASO;AEROLINEA;131
366;1484;RETRASO;AEROLINEA Y TIEMPO;29
367;1485;RETRASO;AEROLINEA;58
368;1497;RETRASO;NAS;114
369;1498;RETRASO;NAS;89
370;1500;RETRASO;TIEMPO Y TARDANZA;81
371;1501;RETRASO;NAS Y TARDANZA;88
372;1504;RETRASO;NAS Y TARDANZA;30
373;1518;RETRASO;AEROLINEA Y NAS;19
374;1519;RETRASO;AEROLINEA Y NAS Y TARDANZA;46
375;1521;RETRASO;NAS;33
376;1526;RETRASO;AEROLINEA Y TARDANZA;47
377;1535;RETRASO;NAS;16
378;1536;RETRASO;NAS;44
379;1541;RETRASO;AEROLINEA Y NAS Y TARDANZA;40
380;1542;RETRASO;AEROLINEA Y NAS;15
381;1552;RETRASO;NAS;30
382;1553;RETRASO;NAS;16
383;1554;RETRASO;NAS;26
384;1555;RETRASO;NAS;19
385;1556;RETRASO;AEROLINEA Y NAS Y TARDANZA;16
386;1559;RETRASO;NAS;20
387;1563;CANCELADO;National Air System;0
388;1566;RETRASO;NAS;49
389;1570;RETRASO;AEROLINEA Y NAS;33
390;1579;RETRASO;NAS;49
391;1580;RETRASO;NAS Y TARDANZA;104
392;1584;RETRASO;AEROLINEA Y NAS Y TARDANZA;29
393;1585;RETRASO;AEROLINEA;40
394;1590;RETRASO;AEROLINEA;15
395;1591;RETRASO;AEROLINEA Y NAS;30
396;1599;RETRASO;AEROLINEA Y NAS Y TARDANZA;20
397;1606;RETRASO;NAS Y TARDANZA;65
398;1610;RETRASO;NAS Y TARDANZA;81
399;1611;RETRASO;NAS;90
400;1613;RETRASO;AEROLINEA Y NAS;19
401;1615;RETRASO;AEROLINEA;16
402;1616;RETRASO;AEROLINEA Y TARDANZA;36
403;1617;RETRASO;NAS;20
404;1625;RETRASO;AEROLINEA Y NAS;177
405;1629;RETRASO;TIEMPO Y NAS;34
406;1641;RETRASO;AEROLINEA Y NAS Y TARDANZA;22
407;1643;RETRASO;NAS Y TARDANZA;67
408;1644;RETRASO;NAS Y TARDANZA;96
409;1646;RETRASO;TIEMPO Y TARDANZA;48
410;1647;RETRASO;NAS Y TARDANZA;95
411;1648;RETRASO;NAS;18
412;1649;RETRASO;AEROLINEA Y NAS;18
413;1650;RETRASO;NAS Y TARDANZA;40
414;1652;RETRASO;NAS;16
415;1653;RETRASO;AEROLINEA Y NAS Y TARDANZA;53
416;1658;RETRASO;AEROLINEA Y NAS;136
417;1660;RETRASO;NAS;23
418;1664;RETRASO;AEROLINEA Y TARDANZA;85
419;1666;RETRASO;AEROLINEA Y NAS Y TARDANZA;22
420;1669;RETRASO;NAS;32
421;1672;RETRASO;NAS;18
422;1682;RETRASO;NAS;17
423;1689;RETRASO;AEROLINEA Y TARDANZA;246
424;1691;RETRASO;AEROLINEA;18
425;1692;RETRASO;AEROLINEA Y TARDANZA;109
426;1699;RETRASO;AEROLINEA Y NAS;340
427;1705;RETRASO;TARDANZA;25
428;1706;RETRASO;NAS;18
429;1712;CANCELADO;Carrier;0
430;1713;RETRASO;AEROLINEA Y NAS Y TARDANZA;53
431;1718;RETRASO;AEROLINEA Y TARDANZA;19
432;1719;RETRASO;TARDANZA;27
433;1722;RETRASO;TARDANZA;139
434;1725;RETRASO;AEROLINEA Y TARDANZA;132
435;1730;RETRASO;AEROLINEA Y TARDANZA;55
436;1733;RETRASO;AEROLINEA Y TARDANZA;142
437;1747;RETRASO;AEROLINEA Y NAS;15
438;1754;RETRASO;AEROLINEA Y TARDANZA;62
439;1774;RETRASO;AEROLINEA;88
440;1781;RETRASO;NAS;77
441;1782;RETRASO;NAS;31
442;1783;RETRASO;NAS;24
443;1785;RETRASO;NAS;20
444;1789;RETRASO;TARDANZA;134
445;1795;RETRASO;NAS;17
446;1796;RETRASO;AEROLINEA Y NAS;62
447;1798;RETRASO;AEROLINEA Y NAS;24
448;1809;RETRASO;NAS;101
449;1810;RETRASO;NAS;75
450;1816;RETRASO;TARDANZA;25
451;1817;RETRASO;AEROLINEA;70
452;1819;RETRASO;AEROLINEA Y NAS Y TARDANZA;27
453;1829;RETRASO;AEROLINEA Y TARDANZA;25
454;1833;RETRASO;NAS;79
455;1834;RETRASO;NAS;85
456;1836;RETRASO;TIEMPO Y TARDANZA;68
457;1837;RETRASO;NAS Y TARDANZA;57
458;1839;RETRASO;NAS;26
459;1842;RETRASO;NAS;34
460;1847;RETRASO;NAS;23
461;1853;RETRASO;AEROLINEA Y TARDANZA;17
462;1854;RETRASO;AEROLINEA;18
463;1857;RETRASO;AEROLINEA Y NAS Y TARDANZA;32
464;1858;RETRASO;AEROLINEA Y NAS;29
465;1877;RETRASO;NAS Y TARDANZA;32
466;1880;RETRASO;AEROLINEA Y NAS Y TARDANZA;26
467;1904;RETRASO;AEROLINEA Y NAS;17
468;1910;RETRASO;AEROLINEA Y TARDANZA;22
469;1913;RETRASO;AEROLINEA Y NAS Y TARDANZA;37
470;1918;RETRASO;NAS Y TARDANZA;75
471;1919;RETRASO;NAS;90
472;1922;RETRASO;NAS;16
473;1926;RETRASO;TIEMPO;27
474;1938;RETRASO;AEROLINEA Y NAS Y TARDANZA;55
475;1945;RETRASO;AEROLINEA Y NAS;41
476;1964;RETRASO;AEROLINEA Y NAS;72
477;1968;RETRASO;NAS;27
478;1971;RETRASO;AEROLINEA Y NAS Y TARDANZA;23
479;1973;RETRASO;NAS;37
480;1975;RETRASO;NAS;15
481;1981;RETRASO;AEROLINEA Y NAS;23
482;1983;RETRASO;NAS Y TARDANZA;29
483;1984;RETRASO;NAS;29
484;1986;RETRASO;AEROLINEA Y TARDANZA;96
485;1987;RETRASO;NAS Y TARDANZA;20
486;1989;RETRASO;AEROLINEA Y TARDANZA;78
487;2010;RETRASO;NAS;29
488;2027;RETRASO;NAS Y TARDANZA;121
489;2028;RETRASO;NAS;116
490;2040;RETRASO;AEROLINEA Y NAS Y TARDANZA;299
491;2052;RETRASO;NAS;18
492;2054;RETRASO;NAS Y TARDANZA;51
493;2055;RETRASO;NAS;16
494;2057;RETRASO;AEROLINEA Y NAS;17
495;2067;RETRASO;AEROLINEA Y NAS;20
496;2073;RETRASO;AEROLINEA Y TARDANZA;62
497;2075;RETRASO;AEROLINEA;26
498;2076;RETRASO;AEROLINEA Y NAS;50
499;2083;RETRASO;NAS;17
500;2093;RETRASO;NAS;17
501;2106;RETRASO;NAS;15
502;2107;RETRASO;NAS;22
503;2108;RETRASO;AEROLINEA;21
504;2110;RETRASO;AEROLINEA Y NAS Y TARDANZA;52
505;2111;RETRASO;AEROLINEA Y NAS Y TARDANZA;23
506;2118;RETRASO;AEROLINEA Y NAS;58
507;2121;RETRASO;AEROLINEA Y NAS;68
508;2123;RETRASO;AEROLINEA Y NAS Y TARDANZA;144
509;2124;RETRASO;NAS Y TARDANZA;75
510;2125;CANCELADO;Carrier;0
511;2126;RETRASO;AEROLINEA Y TARDANZA;37
512;2129;RETRASO;AEROLINEA Y NAS;19
513;2133;RETRASO;AEROLINEA;15
514;2148;RETRASO;AEROLINEA Y NAS;28
515;2150;RETRASO;NAS;24
516;2152;RETRASO;AEROLINEA Y TARDANZA;27
517;2155;RETRASO;NAS;114
518;2156;RETRASO;NAS;67
519;2157;RETRASO;AEROLINEA Y TARDANZA;17
520;2160;RETRASO;NAS;53
521;2161;RETRASO;NAS;67
522;2163;RETRASO;AEROLINEA Y NAS;43
523;2170;RETRASO;NAS Y TARDANZA;23
524;2171;RETRASO;TARDANZA;26
525;2174;RETRASO;NAS;29
526;2180;RETRASO;AEROLINEA Y TARDANZA;19
527;2182;RETRASO;AEROLINEA;20
528;2209;RETRASO;AEROLINEA;25
529;2221;CANCELADO;Carrier;0
530;2227;RETRASO;AEROLINEA Y NAS;26
531;2232;RETRASO;AEROLINEA;19
532;2235;RETRASO;NAS;120
533;2236;RETRASO;NAS;80
534;2238;RETRASO;TARDANZA;86
535;2239;RETRASO;TARDANZA;51
536;2240;RETRASO;AEROLINEA Y NAS;43
537;2241;RETRASO;NAS;16
538;2247;RETRASO;AEROLINEA;46
539;2265;RETRASO;NAS;101
540;2266;RETRASO;NAS;26
541;2271;RETRASO;AEROLINEA;98
542;2272;RETRASO;AEROLINEA Y NAS;57
543;2277;CANCELADO;National Air System;0
544;2278;RETRASO;NAS;66
545;2279;RETRASO;NAS;101
546;2280;RETRASO;AEROLINEA Y NAS Y TARDANZA;120
547;2288;RETRASO;AEROLINEA Y TARDANZA;15
548;2291;RETRASO;AEROLINEA Y NAS Y TARDANZA;31
549;2294;RETRASO;AEROLINEA Y TARDANZA;34
550;2300;RETRASO;AEROLINEA;19
551;2302;RETRASO;AEROLINEA Y NAS;54
552;2305;RETRASO;TIEMPO Y TARDANZA;27
553;2306;RETRASO;NAS;84
554;2307;RETRASO;NAS;54
555;2320;RETRASO;NAS;33
556;2321;RETRASO;AEROLINEA;38
557;2324;RETRASO;NAS;53
558;2326;RETRASO;NAS;22
559;2332;RETRASO;AEROLINEA;18
560;2335;RETRASO;AEROLINEA;21
561;2336;RETRASO;AEROLINEA;892
562;2341;RETRASO;NAS Y TARDANZA;42
563;2345;RETRASO;AEROLINEA Y TARDANZA;85
564;2347;RETRASO;AEROLINEA;82
565;2355;RETRASO;AEROLINEA;41
566;2360;RETRASO;AEROLINEA;95
567;2361;RETRASO;NAS;22
568;2362;RETRASO;NAS;27
569;2383;RETRASO;AEROLINEA;19
570;2388;CANCELADO;Carrier;0
571;2395;RETRASO;NAS;17
572;2401;RETRASO;NAS;21
573;2406;RETRASO;AEROLINEA Y TARDANZA;127
574;2407;RETRASO;TIEMPO Y TARDANZA;129
575;2413;RETRASO;NAS;23
576;2414;RETRASO;TIEMPO Y TARDANZA;79
577;2415;RETRASO;NAS Y TARDANZA;69
578;2418;RETRASO;AEROLINEA;21
579;2421;RETRASO;TARDANZA;23
580;2430;RETRASO;AEROLINEA;62
581;2434;RETRASO;NAS;23
582;2435;RETRASO;AEROLINEA Y NAS;20
583;2447;CANCELADO;National Air System;0
584;2454;RETRASO;NAS Y TARDANZA;147
585;2461;RETRASO;NAS;16
586;2470;RETRASO;NAS;19
587;2473;RETRASO;AEROLINEA Y NAS Y TARDANZA;17
588;2482;RETRASO;NAS;18
589;2493;RETRASO;AEROLINEA Y TARDANZA;55
590;2496;RETRASO;NAS;40
591;2497;RETRASO;NAS;78
592;2500;RETRASO;AEROLINEA;30
593;2504;RETRASO;NAS;21
594;2515;RETRASO;AEROLINEA Y NAS;19
595;2519;RETRASO;AEROLINEA Y NAS;33
596;2520;RETRASO;AEROLINEA Y NAS;24
597;2521;RETRASO;AEROLINEA;61
598;2522;RETRASO;NAS Y TARDANZA;16
599;2524;RETRASO;NAS;40
600;2525;RETRASO;TARDANZA;63
601;2526;RETRASO;NAS Y TARDANZA;93
602;2527;RETRASO;NAS Y TARDANZA;88
603;2528;RETRASO;TARDANZA;56
604;2529;RETRASO;NAS Y TARDANZA;75
605;2545;CANCELADO;National Air System;0
606;2558;CANCELADO;National Air System;0
607;2561;RETRASO;NAS;47
608;2562;RETRASO;NAS;24
609;2568;RETRASO;AEROLINEA Y TARDANZA;31
610;2575;RETRASO;AEROLINEA;21
611;2579;RETRASO;AEROLINEA Y NAS;51
612;2582;RETRASO;NAS Y TARDANZA;124
613;2583;RETRASO;NAS Y TARDANZA;107
614;2584;RETRASO;TIEMPO Y NAS Y TARDANZA;130
615;2585;RETRASO;NAS Y TARDANZA;93
616;2588;RETRASO;AEROLINEA Y NAS;15
617;2597;RETRASO;NAS;25
618;2645;RETRASO;NAS;27
619;2649;RETRASO;TARDANZA;23
620;2651;RETRASO;AEROLINEA Y NAS;22
621;2653;RETRASO;NAS;98
622;2654;RETRASO;NAS Y TARDANZA;46
623;2661;RETRASO;AEROLINEA;51
624;2664;RETRASO;NAS;38
625;2665;RETRASO;NAS;38
626;2675;RETRASO;NAS;15
627;2680;RETRASO;AEROLINEA Y TARDANZA;57
628;2681;RETRASO;AEROLINEA Y TIEMPO Y TARDANZA;79
629;2682;RETRASO;NAS Y TARDANZA;46
630;2687;RETRASO;AEROLINEA Y TARDANZA;23
631;2688;RETRASO;NAS;244
632;2694;RETRASO;NAS;118
633;2695;RETRASO;NAS;56
634;2698;RETRASO;NAS;15
635;2705;RETRASO;NAS;31
636;2706;RETRASO;NAS Y TARDANZA;55
637;2707;RETRASO;NAS Y TARDANZA;72
638;2709;RETRASO;NAS Y TARDANZA;37
639;2710;RETRASO;NAS;93
