ID_RETRASO;ID_VUELO;Causa;Tiempo
187;2118;Carrier;49
188;2121;Carrier;67
189;2123;Carrier;133
190;2126;Carrier;6
191;2129;Carrier;12
192;2133;Carrier;15
193;2148;Carrier;21
194;2152;Carrier;7
195;2157;Carrier;3
196;2163;Carrier;27
197;2180;Carrier;1
198;2182;Carrier;20
199;2209;Carrier;25
200;2227;Carrier;10
201;2232;Carrier;19
202;2240;Carrier;12
203;2247;Carrier;46
204;2271;Carrier;98
205;2272;Carrier;37
206;2280;Carrier;96
207;2288;Carrier;4
208;2291;Carrier;2
209;2294;Carrier;13
210;2300;Carrier;19
211;2302;Carrier;46
212;2321;Carrier;38
213;2332;Carrier;18
214;2335;Carrier;21
215;2336;Carrier;892
216;2345;Carrier;21
217;2347;Carrier;82
218;2355;Carrier;41
219;2360;Carrier;95
220;2383;Carrier;19
221;2406;Carrier;9
222;2418;Carrier;21
223;2430;Carrier;62
224;2435;Carrier;18
225;2473;Carrier;4
226;2493;Carrier;10
227;2500;Carrier;30
228;2515;Carrier;11
229;2519;Carrier;24
230;2520;Carrier;15
231;2521;Carrier;61
232;2568;Carrier;6
233;2575;Carrier;21
234;2579;Carrier;21
235;2588;Carrier;6
236;2651;Carrier;17
237;2661;Carrier;51
238;2680;Carrier;48
239;2681;Carrier;33
240;2687;Carrier;3
241;2713;Carrier;30
242;2737;Carrier;10
243;2738;Carrier;13
244;2744;Carrier;1
245;2748;Carrier;106
246;2749;Carrier;20
247;2753;Carrier;16
248;2760;Carrier;74
249;2774;Carrier;17
250;2791;Carrier;4
251;2792;Carrier;6
252;2794;Carrier;6
253;2801;Carrier;19
254;2820;Carrier;15
255;2823;Carrier;54
256;2834;Carrier;160
257;2866;Carrier;85
258;2867;Carrier;111
259;2870;Carrier;10
260;2880;Carrier;25
261;2886;Carrier;39
262;2890;Carrier;50
263;2893;Carrier;4
264;2902;Carrier;8
265;2908;Carrier;25
266;2921;Carrier;22
267;2934;Carrier;4
268;2948;Carrier;116
269;2957;Carrier;4
270;2959;Carrier;41
271;2960;Carrier;37
272;2963;Carrier;17
273;2993;Carrier;83
274;2994;Carrier;20
275;3006;Carrier;46
276;3012;Carrier;70
277;3020;Carrier;1
278;3061;Carrier;5
279;3082;Carrier;13
280;3127;Carrier;35
281;3134;Carrier;14
282;3154;Carrier;75
283;3156;Carrier;26
284;3172;Carrier;54
285;3174;Carrier;6
286;3176;Carrier;1
287;3197;Carrier;8
288;3198;Carrier;8
289;3233;Carrier;41
290;3234;Carrier;58
291;3304;Carrier;11
292;3309;Carrier;12
293;3311;Carrier;2
294;3314;Carrier;35
295;3324;Carrier;102
296;3341;Carrier;29
297;3349;Carrier;22
298;3354;Carrier;2
299;3366;Carrier;12
300;3372;Carrier;42
301;3373;Carrier;64
302;3383;Carrier;89
303;3384;Carrier;9
304;3400;Carrier;7
305;3401;Carrier;27
306;3410;Carrier;5
307;3411;Carrier;8
308;3413;Carrier;19
309;3430;Carrier;39
310;3435;Carrier;82
311;3443;Carrier;59
312;3447;Carrier;11
313;3453;Carrier;20
314;3510;Carrier;32
315;3511;Carrier;6
316;3513;Carrier;22
317;3526;Carrier;37
318;3546;Carrier;126
319;3555;Carrier;41
320;3560;Carrier;56
321;3561;Carrier;101
322;3563;Carrier;9
323;3638;Carrier;64
324;3651;Carrier;24
325;3655;Carrier;17
326;3658;Carrier;29
327;3666;Carrier;19
328;3672;Carrier;7
329;3675;Carrier;67
330;3676;Carrier;14
331;3679;Carrier;16
332;3688;Carrier;1
333;3691;Carrier;48
334;3729;Carrier;12
335;3738;Carrier;17
336;3753;Carrier;37
337;3761;Carrier;16
338;3796;Carrier;19
339;3805;Carrier;70
340;3809;Carrier;54
341;3834;Carrier;17
342;3851;Carrier;34
343;3853;Carrier;2
344;3860;Carrier;48
345;3916;Carrier;23
346;3919;Carrier;65
347;3926;Carrier;10
348;3927;Carrier;23
349;3930;Carrier;5
350;3933;Carrier;7
351;3939;Carrier;5
352;3944;Carrier;4
353;3947;Carrier;4
354;3953;Carrier;8
355;3987;Carrier;14
356;4009;Carrier;150
357;4022;Carrier;23
358;4036;Carrier;1
359;4041;Carrier;86
360;4052;Carrier;51
361;4068;Carrier;49
362;4077;Carrier;22
363;4079;Carrier;23
364;4086;Carrier;10
365;4130;Carrier;7
366;4131;Carrier;31
367;4133;Carrier;3
368;4147;Carrier;20
369;4157;Carrier;10
370;4162;Carrier;10
371;4163;Carrier;13
372;4167;Carrier;24
373;4180;Carrier;8
374;4181;Carrier;140
375;4192;Carrier;12
376;4235;Carrier;78
377;4290;Carrier;27
378;4298;Carrier;94
379;4302;Carrier;9
380;4339;Carrier;7
381;4347;Carrier;19
382;4352;Carrier;9
383;4355;Carrier;102
384;4361;Carrier;27
385;4371;Carrier;43
386;4372;Carrier;7
387;4378;Carrier;49
388;4393;Carrier;17
389;4417;Carrier;9
390;4434;Carrier;50
391;4450;Carrier;8
392;4462;Carrier;16
393;4470;Carrier;10
394;4476;Carrier;9
395;4484;Carrier;23
396;4498;Carrier;22
397;4501;Carrier;8
398;4503;Carrier;36
399;4512;Carrier;8
400;4516;Carrier;18
401;4524;Carrier;2
402;4537;Carrier;9
403;4538;Carrier;104
404;4558;Carrier;101
405;4564;Carrier;10
406;4574;Carrier;69
407;4577;Carrier;59
408;4578;Carrier;7
409;4724;Carrier;34
410;4732;Carrier;7
411;4735;Carrier;103
412;4738;Carrier;46
413;4747;Carrier;55
414;4748;Carrier;316
415;4753;Carrier;19
416;4761;Carrier;26
417;4774;Carrier;134
418;4776;Carrier;19
419;4778;Carrier;51
420;4779;Carrier;85
421;4790;Carrier;40
422;4791;Carrier;48
423;4802;Carrier;14
424;4811;Carrier;8
425;4812;Carrier;47
426;4818;Carrier;12
427;4830;Carrier;17
428;4833;Carrier;46
429;4836;Carrier;38
430;4843;Carrier;22
431;4848;Carrier;10
432;4853;Carrier;3
433;4854;Carrier;7
434;4855;Carrier;22
435;4859;Carrier;19
436;4875;Carrier;19
437;4879;Carrier;70
438;4884;Carrier;248
439;4898;Carrier;316
440;4900;Carrier;19
441;4901;Carrier;148
442;4923;Carrier;17
443;4928;Carrier;27
444;4930;Carrier;37
445;4931;Carrier;103
446;4937;Carrier;35
447;4944;Carrier;1
448;4972;Carrier;56
449;4979;Carrier;7
450;4982;Carrier;85
451;4984;Carrier;15
452;4986;Carrier;93
453;4993;Carrier;79
454;5000;Carrier;24
455;5049;Carrier;32
456;5055;Carrier;52
457;5064;Carrier;4
458;5065;Carrier;28
459;5104;Carrier;12
460;5108;Carrier;5
461;5113;Carrier;12
462;5114;Carrier;4
463;5115;Carrier;4
464;5124;Carrier;25
465;5125;Carrier;3
466;5152;Carrier;30
467;5153;Carrier;28
468;5166;Carrier;70
469;5167;Carrier;17
470;5185;Carrier;72
471;5201;Carrier;44
472;5204;Carrier;66
473;5209;Carrier;21
474;5220;Carrier;26
475;5226;Carrier;15
476;5241;Carrier;10
477;5259;Carrier;75
478;5268;Carrier;20
479;5269;Carrier;163
480;5271;Carrier;75
481;5281;Carrier;88
482;5305;Carrier;10
483;5332;Carrier;61
484;5340;Carrier;18
485;5380;Carrier;70
486;5387;Carrier;17
487;5409;Carrier;2
488;5436;Carrier;10
489;5476;Carrier;46
490;5489;Carrier;32
491;5491;Carrier;204
492;5493;Carrier;39
493;5495;Carrier;59
494;5499;Carrier;4
495;5514;Carrier;32
496;5533;Carrier;26
497;5557;Carrier;13
498;5561;Carrier;13
499;5565;Carrier;24
500;5575;Carrier;4
501;5612;Carrier;28
502;5643;Carrier;48
503;5644;Carrier;42
504;5670;Carrier;4
505;5720;Carrier;50
506;5738;Carrier;48
507;5744;Carrier;15
508;5749;Carrier;45
509;5762;Carrier;19
510;5781;Carrier;35
511;5827;Carrier;18
512;5885;Carrier;7
513;5887;Carrier;8
514;5912;Carrier;124
515;5915;Carrier;61
516;5933;Carrier;53
517;5943;Carrier;19
518;5959;Carrier;19
519;5984;Carrier;15
520;5986;Carrier;121
521;5991;Carrier;17
522;5999;Carrier;203
523;6003;Carrier;4
524;6011;Carrier;9
525;6012;Carrier;19
526;6017;Carrier;5
527;6021;Carrier;2
528;6025;Carrier;11
529;6026;Carrier;29
530;6045;Carrier;1
531;6060;Carrier;76
532;6064;Carrier;1
533;6081;Carrier;13
534;6087;Carrier;4
535;6099;Carrier;106
536;6137;Carrier;6
537;6146;Carrier;5
538;6166;Carrier;1
539;6175;Carrier;21
540;6191;Carrier;39
541;6193;Carrier;10
542;6199;Carrier;5
543;6208;Carrier;97
544;6216;Carrier;15
545;6231;Carrier;9
546;6251;Carrier;6
547;6253;Carrier;2
548;6258;Carrier;4
549;6289;Carrier;36
550;6305;Carrier;12
551;6307;Carrier;3
552;6308;Carrier;1
553;6312;Carrier;55
554;6313;Carrier;8
555;6321;Carrier;5
556;6324;Carrier;13
557;6330;Carrier;161
558;6339;Carrier;1
559;6349;Carrier;105
560;6381;Carrier;3
561;6411;Carrier;4
562;6417;Carrier;13
563;6434;Carrier;2
564;6437;Carrier;97
565;6473;Carrier;3
566;6482;Carrier;73
567;6498;Carrier;10
568;6504;Carrier;17
569;6531;Carrier;6
570;6539;Carrier;103
571;6549;Carrier;39
572;6554;Carrier;71
573;6559;Carrier;249
574;6612;Carrier;21
575;6616;Carrier;2
576;6625;Carrier;59
577;6626;Carrier;11
578;6630;Carrier;11
579;6651;Carrier;60
580;6656;Carrier;12
581;6660;Carrier;10
582;6670;Carrier;48
583;6673;Carrier;4
584;6674;Carrier;5
585;6679;Carrier;11
586;6705;Carrier;22
587;6706;Carrier;5
588;6711;Carrier;4
589;6712;Carrier;8
590;6713;Carrier;7
591;6733;Carrier;2
592;6735;Carrier;6
593;6736;Carrier;9
594;6759;Carrier;1
595;6768;Carrier;25
596;6769;Carrier;5
597;6773;Carrier;46
598;6786;Carrier;96
599;6796;Carrier;6
600;6891;Carrier;22
601;6922;Carrier;17
602;6928;Carrier;157
603;6933;Carrier;7
604;6934;Carrier;3
605;6957;Carrier;2
606;6958;Carrier;189
607;6981;Carrier;212
608;7036;Carrier;3
609;7040;Carrier;8
610;7041;Carrier;9
611;7048;Carrier;7
612;7052;Carrier;18
613;7071;Carrier;1
614;7075;Carrier;61
615;7105;Carrier;34
616;7108;Carrier;1
617;7116;Carrier;19
618;7127;Carrier;2
619;7128;Carrier;4
620;7132;Carrier;254
621;7149;Carrier;14
622;7173;Carrier;36
623;7174;Carrier;3
624;7181;Carrier;12
625;7184;Carrier;3
626;7204;Carrier;157
627;7220;Carrier;35
628;7226;Carrier;15
629;7228;Carrier;10
630;7236;Carrier;10
631;7249;Carrier;4
632;7384;Carrier;16
633;7386;Carrier;9
634;7403;Carrier;19
635;7406;Carrier;23
636;7407;Carrier;34
637;7416;Carrier;6
638;7421;Carrier;2
639;7423;Carrier;25
640;7430;Carrier;21
641;7432;Carrier;4
642;7438;Carrier;42
643;7449;Carrier;36
644;7485;Carrier;77
645;7490;Carrier;38
646;7503;Carrier;36
647;7546;Carrier;13
648;7552;Carrier;14
649;7554;Carrier;77
650;7583;Carrier;8
651;7584;Carrier;41
652;7588;Carrier;7
653;7594;Carrier;153
654;7603;Carrier;182
655;7647;Carrier;2
656;7668;Carrier;5
657;7710;Carrier;4
658;7717;Carrier;47
659;7718;Carrier;36
660;7721;Carrier;14
661;7725;Carrier;15
662;7736;Carrier;38
663;7743;Carrier;11
664;7749;Carrier;5
665;7758;Carrier;4
666;7773;Carrier;20
667;7777;Carrier;14
668;7795;Carrier;16
669;7802;Carrier;13
670;7809;Carrier;11
671;7818;Carrier;31
672;7847;Carrier;134
673;7866;Carrier;3
674;7871;Carrier;6
675;7912;Carrier;43
676;7914;Carrier;48
677;7916;Carrier;6
678;7981;Carrier;29
679;7982;Carrier;23
680;7983;Carrier;33
681;7985;Carrier;22
682;7992;Carrier;18
683;8002;Carrier;8
684;8032;Carrier;34
685;8033;Carrier;4
686;8058;Carrier;11
687;8073;Carrier;21
688;8082;Carrier;7
689;8092;Carrier;20
690;8111;Carrier;30
691;8152;Carrier;130
692;8187;Carrier;7
693;8188;Carrier;31
694;8205;Carrier;10
695;8206;Carrier;8
696;8226;Carrier;9
697;8228;Carrier;14
698;8241;Carrier;3
699;8243;Carrier;6
700;8263;Carrier;11
701;8267;Carrier;13
702;8275;Carrier;9
703;8276;Carrier;12
704;8283;Carrier;14
705;8292;Carrier;1
706;8381;Carrier;20
707;8394;Carrier;24
708;8406;Carrier;9
709;8408;Carrier;15
710;8433;Carrier;78
711;8441;Carrier;25
712;8443;Carrier;3
713;8463;Carrier;17
714;8479;Carrier;127
715;8495;Carrier;19
716;8520;Carrier;8
717;8530;Carrier;55
718;8572;Carrier;6
719;8616;Carrier;36
720;8625;Carrier;14
721;8633;Carrier;95
722;8634;Carrier;20
723;8636;Carrier;72
724;8660;Carrier;6
725;8670;Carrier;57
726;8673;Carrier;18
727;8684;Carrier;19
728;8749;Carrier;49
729;8765;Carrier;19
730;8773;Carrier;43
731;8818;Carrier;110
732;8867;Carrier;25
733;8869;Carrier;115
734;8878;Carrier;6
735;8893;Carrier;32
736;8951;Carrier;8
737;8970;Carrier;9
738;8974;Carrier;1
739;8975;Carrier;51
740;9008;Carrier;66
741;9034;Carrier;21
742;9047;Carrier;100
743;9058;Carrier;17
744;9059;Carrier;8
745;9061;Carrier;27
746;9065;Carrier;28
747;9067;Carrier;23
748;9094;Carrier;11
749;9104;Carrier;75
750;9121;Carrier;184
751;9123;Carrier;15
752;9165;Carrier;14
753;9176;Carrier;10
754;9196;Carrier;6
755;9214;Carrier;7
756;9218;Carrier;21
757;9229;Carrier;32
758;9260;Carrier;31
759;9274;Carrier;38
760;9306;Carrier;7
761;9309;Carrier;28
762;9312;Carrier;9
763;9328;Carrier;8
764;9330;Carrier;18
765;9332;Carrier;7
766;9340;Carrier;4
767;9380;Carrier;18
768;9405;Carrier;19
769;9407;Carrier;13
770;9408;Carrier;11
771;9422;Carrier;7
772;9423;Carrier;81
773;9428;Carrier;28
774;9533;Carrier;94
775;9534;Carrier;4
776;9536;Carrier;12
777;9546;Carrier;48
778;9561;Carrier;41
779;9562;Carrier;6
780;9563;Carrier;16
781;9577;Carrier;18
782;9586;Carrier;5
783;9614;Carrier;14
784;9616;Carrier;7
785;9628;Carrier;8
786;9633;Carrier;20
787;9639;Carrier;9
788;9647;Carrier;33
789;9656;Carrier;64
790;9680;Carrier;65
791;9692;Carrier;136
792;9697;Carrier;9
793;9739;Carrier;16
794;9806;Carrier;8
795;9808;Carrier;14
796;9836;Carrier;7
797;9839;Carrier;69
798;9879;Carrier;19
799;9921;Carrier;57
800;9925;Carrier;10
801;9941;Carrier;19
802;9957;Carrier;3
803;9976;Carrier;13
804;9988;Carrier;22
805;9989;Carrier;6
806;9994;Carrier;71
807;9997;Carrier;30
808;10000;Carrier;2
809;10006;Carrier;24
810;10036;Carrier;42
811;10058;Carrier;8
812;10066;Carrier;6
813;10089;Carrier;1
814;10091;Carrier;23
815;10108;Carrier;3
816;10113;Carrier;76
817;10119;Carrier;85
818;10148;Carrier;36
819;10183;Carrier;1
820;10192;Carrier;282
821;10194;Carrier;40
822;10200;Carrier;40
823;10215;Carrier;27
824;10217;Carrier;8
825;10220;Carrier;45
826;10221;Carrier;24
827;10231;Carrier;6
828;10236;Carrier;28
829;10241;Carrier;19
830;10244;Carrier;1
831;10249;Carrier;40
832;10254;Carrier;12
833;10257;Carrier;20
834;10266;Carrier;6
835;10268;Carrier;87
836;10273;Carrier;3
837;10277;Carrier;3
838;10280;Carrier;3
839;10283;Carrier;6
840;10291;Carrier;58
841;10308;Carrier;51
842;10318;Carrier;38
843;10320;Carrier;17
844;10322;Carrier;23
845;10333;Carrier;29
846;10350;Carrier;100
847;10361;Carrier;19
848;10363;Carrier;10
849;10365;Carrier;48
850;10367;Carrier;45
851;10382;Carrier;159
852;10389;Carrier;49
853;10394;Carrier;134
854;10403;Carrier;33
855;10413;Carrier;10
856;10423;Carrier;31
857;10448;Carrier;29
858;10469;Carrier;14
859;10503;Carrier;18
860;10517;Carrier;6
861;10534;Carrier;7
862;10545;Carrier;169
863;10598;Carrier;15
864;10606;Carrier;10
865;10623;Carrier;16
866;10629;Carrier;16
867;10631;Carrier;16
868;10637;Carrier;10
869;10667;Carrier;24
870;10688;Carrier;30
871;10697;Carrier;23
872;10700;Carrier;22
873;10701;Carrier;14
874;10722;Carrier;14
875;10724;Carrier;15
876;10739;Carrier;147
877;10740;Carrier;22
878;10743;Carrier;6
879;10745;Carrier;23
880;10753;Carrier;91
881;10768;Carrier;17
882;10776;Carrier;34
883;10788;Carrier;4
884;10799;Carrier;7
885;10803;Carrier;5
886;10806;Carrier;58
887;10812;Carrier;19
888;10820;Carrier;22
889;10833;Carrier;20
890;10842;Carrier;19
891;10847;Carrier;6
892;10856;Carrier;48
893;10862;Carrier;19
894;10863;Carrier;13
895;10867;Carrier;15
896;10882;Carrier;2
897;10886;Carrier;11
898;10888;Carrier;29
899;10889;Carrier;31
900;10897;Carrier;14
901;10898;Carrier;51
902;10901;Carrier;114
903;10906;Carrier;49
904;10913;Carrier;6
905;10914;Carrier;9
906;10915;Carrier;21
907;10922;Carrier;7
908;10935;Carrier;40
909;10936;Carrier;6
910;10937;Carrier;6
911;10944;Carrier;11
912;10948;Carrier;16
913;10949;Carrier;40
914;10956;Carrier;11
915;10971;Carrier;41
916;10972;Carrier;85
917;10975;Carrier;17
918;10996;Carrier;6
919;10998;Carrier;74
920;11001;Carrier;46
921;11006;Carrier;24
922;11007;Carrier;8
923;11012;Carrier;17
924;11015;Carrier;40
925;11069;Carrier;7
926;11070;Carrier;7
927;11075;Carrier;12
928;11081;Carrier;14
929;11085;Carrier;11
930;11089;Carrier;16
931;11090;Carrier;20
932;11092;Carrier;23
933;11111;Carrier;10
934;11125;Carrier;48
935;11139;Carrier;39
936;11146;Carrier;11
937;11226;Carrier;79
938;11245;Carrier;3
939;11273;Carrier;55
940;11281;Carrier;197
941;11296;Carrier;1
942;11299;Carrier;23
943;11314;Carrier;15
944;11323;Carrier;34
945;11324;Carrier;16
946;11344;Carrier;26
947;11374;Carrier;16
948;11396;Carrier;22
949;11462;Carrier;13
950;11492;Carrier;28
951;11501;Carrier;14
952;11554;Carrier;62
953;11556;Carrier;18
954;11576;Carrier;74
955;11594;Carrier;8
956;11619;Carrier;426
957;11622;Carrier;15
958;11628;Carrier;52
959;11701;Carrier;9
960;11746;Carrier;34
961;11754;Carrier;23
962;11773;Carrier;46
963;11830;Carrier;82
964;11834;Carrier;32
965;11836;Carrier;14
966;11854;Carrier;9
967;11859;Carrier;34
968;11871;Carrier;21
969;11895;Carrier;50
970;11904;Carrier;272
971;11908;Carrier;1
972;11910;Carrier;200
973;11970;Carrier;1
974;11972;Carrier;7
975;11982;Carrier;10
976;12002;Carrier;9
977;12030;Carrier;9
978;12034;Carrier;115
979;12049;Carrier;1
980;12055;Carrier;17
981;12067;Carrier;79
982;12079;Carrier;10
983;12090;Carrier;135
984;12096;Carrier;65
985;12099;Carrier;5
986;12100;Carrier;7
987;12106;Carrier;2
988;12108;Carrier;19
989;12115;Carrier;8
990;12163;Carrier;21
991;12189;Carrier;22
992;12197;Carrier;25
993;12198;Carrier;10
994;12199;Carrier;12
995;12201;Carrier;77
996;12206;Carrier;14
997;12213;Carrier;13
998;12217;Carrier;9
999;12219;Carrier;128
1000;12221;Carrier;64
1001;12225;Carrier;150
1002;12231;Carrier;92
1003;12238;Carrier;18
1004;12251;Carrier;60
1005;12256;Carrier;22
1006;12265;Carrier;14
1007;12276;Carrier;13
1008;12281;Carrier;5
1009;12289;Carrier;40
1010;12319;Carrier;10
1011;12341;Carrier;18
1012;12367;Carrier;16
1013;12372;Carrier;12
1014;12374;Carrier;23
1015;12376;Carrier;6
1016;12388;Carrier;25
1017;12390;Carrier;22
1018;12404;Carrier;31
1019;12423;Carrier;25
1020;12446;Carrier;50
1021;12451;Carrier;72
1022;12461;Carrier;11
1023;12480;Carrier;58
1024;12484;Carrier;33
1025;12512;Carrier;10
1026;12536;Carrier;175
1027;12538;Carrier;144
1028;12548;Carrier;36
1029;12560;Carrier;81
1030;12575;Carrier;48
1031;12588;Carrier;12
1032;12597;Carrier;6
1033;12609;Carrier;15
1034;12616;Carrier;11
1035;12623;Carrier;31
1036;12624;Carrier;128
1037;12630;Carrier;3
1038;12634;Carrier;19
1039;12646;Carrier;3
1040;12650;Carrier;46
1041;12671;Carrier;15
1042;12688;Carrier;20
1043;12691;Carrier;29
1044;12696;Carrier;170
1045;12700;Carrier;26
1046;12713;Carrier;11
1047;12718;Carrier;102
1048;12732;Carrier;23
1049;12733;Carrier;17
1050;12734;Carrier;19
1051;12738;Carrier;31
1052;12750;Carrier;15
1053;12759;Carrier;1
1054;12770;Carrier;80
1055;12772;Carrier;24
1056;12793;Carrier;79
1057;12795;Carrier;70
1058;12801;Carrier;205
1059;12806;Carrier;70
1060;12853;Carrier;24
1061;12860;Carrier;37
1062;12871;Carrier;18
1063;12907;Carrier;3
1064;12910;Carrier;8
1065;12921;Carrier;18
1066;12939;Carrier;3
1067;13019;Carrier;14
1068;13024;Carrier;10
1069;13037;Carrier;15
1070;13043;Carrier;17
1071;13055;Carrier;27
1072;13060;Carrier;62
1073;13070;Carrier;11
1074;13071;Carrier;4
1075;13076;Carrier;17
1076;13083;Carrier;1
1077;13092;Carrier;128
1078;13105;Carrier;8
1079;13106;Carrier;22
1080;13108;Carrier;66
1081;13110;Carrier;11
1082;13118;Carrier;90
1083;13120;Carrier;69
1084;13142;Carrier;96
1085;13145;Carrier;54
1086;13161;Carrier;33
1087;13172;Carrier;4
1088;13193;Carrier;85
1089;13205;Carrier;6
1090;13206;Carrier;8
1091;13214;Carrier;204
1092;13224;Carrier;8
1093;13252;Carrier;13
1094;13255;Carrier;44
1095;13261;Carrier;3
1096;13264;Carrier;61
1097;13269;Carrier;16
1098;13290;Carrier;3
1099;13294;Carrier;10
1100;13298;Carrier;119
1101;13307;Carrier;9
1102;13313;Carrier;20
1103;13383;Carrier;6
1104;13386;Carrier;115
1105;13393;Carrier;25
1106;13407;Carrier;15
1107;13408;Carrier;22
1108;13427;Carrier;12
1109;13428;Carrier;2
1110;13444;Carrier;8
1111;13445;Carrier;231
1112;13464;Carrier;1
1113;13488;Carrier;1
1114;13512;Carrier;27
1115;13524;Carrier;48
1116;13526;Carrier;150
1117;13532;Carrier;25
1118;13544;Carrier;5
1119;13550;Carrier;126
1120;13572;Carrier;5
1121;13576;Carrier;42
1122;13590;Carrier;69
1123;13594;Carrier;39
1124;13598;Carrier;28
1125;13601;Carrier;77
1126;13602;Carrier;50
1127;13603;Carrier;37
1128;13607;Carrier;66
1129;13631;Carrier;3
1130;13673;Carrier;9
1131;13676;Carrier;5
1132;13679;Carrier;11
1133;13683;Carrier;13
1134;13693;Carrier;9
1135;13694;Carrier;16
1136;13697;Carrier;10
1137;13700;Carrier;8
1138;13710;Carrier;35
1139;13722;Carrier;163
1140;13742;Carrier;17
1141;13760;Carrier;13
1142;13761;Carrier;62
1143;13773;Carrier;80
1144;13783;Carrier;57
1145;13786;Carrier;34
1146;13792;Carrier;412
1147;13803;Carrier;1
1148;13814;Carrier;4
1149;13825;Carrier;10
1150;13844;Carrier;3
1151;13847;Carrier;18
1152;13855;Carrier;44
1153;13864;Carrier;267
1154;13903;Carrier;12
1155;13923;Carrier;8
